Word,Conc.M,Dom_Pos
rewarding,2.03,Adjective
situational,2.03,Adjective
sly,2.03,Adjective
sociable,2.03,Adjective
somber,2.03,Adjective
substantial,2.03,Adjective
superior,2.03,Adjective
tentative,2.03,Adjective
unmentionable,2.03,Adjective
unpredictable,2.03,Adjective
unread,2.03,Adjective
welcoming,2.03,Adjective
whacky,2.03,Adjective
wretched,2.03,Adjective
absentminded,2,Adjective
adoptive,2,Adjective
agonizing,2,Adjective
anecdotal,2,Adjective
anticlimactic,2,Adjective
appropriate,2,Adjective
attempted,2,Adjective
autonomous,2,Adjective
aware,2,Adjective
awkward,2,Adjective
batty,2,Adjective
bereaved,2,Adjective
bipartisan,2,Adjective
bleary,2,Adjective
boundless,2,Adjective
braver,2,Adjective
brutal,2,Adjective
cautionary,2,Adjective
civilizing,2,Adjective
classic,2,Adjective
claustrophobic,2,Adjective
codependent,2,Adjective
coherent,2,Adjective
colloquial,2,Adjective
communicational,2,Adjective
conflicting,2,Adjective
contractual,2,Adjective
corroborative,2,Adjective
courageous,2,Adjective
criminological,2,Adjective
cureless,2,Adjective
damn,2,Adjective
deathly,2,Adjective
delusionary,2,Adjective
detestable,2,Adjective
disciplinary,2,Adjective
discontented,2,Adjective
disreputable,2,Adjective
dissimilar,2,Adjective
distributable,2,Adjective
divining,2,Adjective
dreamless,2,Adjective
dualistic,2,Adjective
embarrassed,2,Adjective
emotional,2,Adjective
encouraging,2,Adjective
enraptured,2,Adjective
evenhanded,2,Adjective
evolutional,2,Adjective
exalted,2,Adjective
excusable,2,Adjective
existing,2,Adjective
expedient,2,Adjective
expeditious,2,Adjective
exploitable,2,Adjective
fearsome,2,Adjective
feisty,2,Adjective
figureless,2,Adjective
foremost,2,Adjective
formulary,2,Adjective
freaky,2,Adjective
ghastly,2,Adjective
habitual,2,Adjective
herculean,2,Adjective
hereditary,2,Adjective
highhanded,2,Adjective
homing,2,Adjective
hyper,2,Adjective
hyperkinetic,2,Adjective
hypersensitive,2,Adjective
icky,2,Adjective
immortal,2,Adjective
implicit,2,Adjective
impure,2,Adjective
inauthentic,2,Adjective
indecisive,2,Adjective
indelible,2,Adjective
industrious,2,Adjective
inefficient,2,Adjective
inelegant,2,Adjective
insurable,2,Adjective
interruptive,2,Adjective
irresistible,2,Adjective
jurisdictional,2,Adjective
kingly,2,Adjective
laborious,2,Adjective
lamentable,2,Adjective
lighthearted,2,Adjective
masochistic,2,Adjective
melancholy,2,Adjective
minimal,2,Adjective
mythical,2,Adjective
naturalistic,2,Adjective
nightmarish,2,Adjective
noncompetitive,2,Adjective
nonlethal,2,Adjective
notable,2,Adjective
obscure,2,Adjective
optimistic,2,Adjective
ornery,2,Adjective
overanxious,2,Adjective
overenthusiastic,2,Adjective
paradoxical,2,Adjective
permissive,2,Adjective
pesky,2,Adjective
pitiless,2,Adjective
pivotal,2,Adjective
placid,2,Adjective
precious,2,Adjective
preparatory,2,Adjective
primordial,2,Adjective
principled,2,Adjective
psychoanalytic,2,Adjective
random,2,Adjective
recessionary,2,Adjective
redundant,2,Adjective
remorseful,2,Adjective
reproachful,2,Adjective
reproducible,2,Adjective
resonant,2,Adjective
resourceful,2,Adjective
restorative,2,Adjective
stereotypical,2,Adjective
stingy,2,Adjective
subsiding,2,Adjective
substantive,2,Adjective
suggestive,2,Adjective
supreme,2,Adjective
systematic,2,Adjective
toxicological,2,Adjective
tragic,2,Adjective
triumphant,2,Adjective
unaccomplished,2,Adjective
unapproved,2,Adjective
unassigned,2,Adjective
unbearable,2,Adjective
undisciplined,2,Adjective
unidentifiable,2,Adjective
unimaginative,2,Adjective
uninformed,2,Adjective
unlicensed,2,Adjective
unmarketable,2,Adjective
unmitigated,2,Adjective
unpracticed,2,Adjective
unprompted,2,Adjective
unranked,2,Adjective
unrequited,2,Adjective
unsocial,2,Adjective
unsolved,2,Adjective
unsportsmanlike,2,Adjective
unsure,2,Adjective
untimely,2,Adjective
untitled,2,Adjective
untrustworthy,2,Adjective
unutterable,2,Adjective
unwanted,2,Adjective
unwelcome,2,Adjective
usable,2,Adjective
vulnerable,2,Adjective
wacky,2,Adjective
worthwhile,2,Adjective
worthy,2,Adjective
zealous,2,Adjective
zestful,2,Adjective
adaptive,1.97,Adjective
adequate,1.97,Adjective
apprehensive,1.97,Adjective
biblical,1.97,Adjective
bloodcurdling,1.97,Adjective
bourgeois,1.97,Adjective
clueless,1.97,Adjective
courteous,1.97,Adjective
debilitating,1.97,Adjective
different,1.97,Adjective
evasive,1.97,Adjective
fake,1.97,Adjective
fresh,1.97,Adjective
ghostly,1.97,Adjective
inhumanly,1.97,Adjective
irrevocable,1.97,Adjective
lovable,1.97,Adjective
miserable,1.97,Adjective
moderate,1.97,Adjective
negotiable,1.97,Adjective
nonpermanent,1.97,Adjective
pathetic,1.97,Adjective
pathologic,1.97,Adjective
pretentious,1.97,Adjective
regulatory,1.97,Adjective
sexless,1.97,Adjective
sneaky,1.97,Adjective
spunky,1.97,Adjective
subdued,1.97,Adjective
subsonic,1.97,Adjective
sustained,1.97,Adjective
taxable,1.97,Adjective
technical,1.97,Adjective
tedious,1.97,Adjective
uncomplicated,1.97,Adjective
undaunted,1.97,Adjective
undignified,1.97,Adjective
unidentified,1.97,Adjective
unimpressive,1.97,Adjective
unqualified,1.97,Adjective
unskilled,1.97,Adjective
unviable,1.97,Adjective
vulgar,1.97,Adjective
wasteful,1.97,Adjective
wise,1.97,Adjective
worthless,1.97,Adjective
aghast,1.96,Adjective
altruistic,1.96,Adjective
amused,1.96,Adjective
ancestral,1.96,Adjective
auspicious,1.96,Adjective
austere,1.96,Adjective
bigoted,1.96,Adjective
blockheaded,1.96,Adjective
circumstantial,1.96,Adjective
complex,1.96,Adjective
compulsory,1.96,Adjective
conservative,1.96,Adjective
contemporary,1.96,Adjective
cowardly,1.96,Adjective
crude,1.96,Adjective
effortless,1.96,Adjective
emasculated,1.96,Adjective
empirical,1.96,Adjective
erogenous,1.96,Adjective
esteemed,1.96,Adjective
evidential,1.96,Adjective
exciting,1.96,Adjective
exploitive,1.96,Adjective
extreme,1.96,Adjective
fallible,1.96,Adjective
flabbergasted,1.96,Adjective
garbled,1.96,Adjective
generational,1.96,Adjective
hectic,1.96,Adjective
hypnotic,1.96,Adjective
impassable,1.96,Adjective
impolite,1.96,Adjective
inadequate,1.96,Adjective
inadmissible,1.96,Adjective
incalculable,1.96,Adjective
incongruous,1.96,Adjective
infernal,1.96,Adjective
interdependent,1.96,Adjective
inventive,1.96,Adjective
irrecoverable,1.96,Adjective
irredeemable,1.96,Adjective
kooky,1.96,Adjective
lenient,1.96,Adjective
lusty,1.96,Adjective
maniacal,1.96,Adjective
megalomaniacal,1.96,Adjective
mellow,1.96,Adjective
merciless,1.96,Adjective
millennial,1.96,Adjective
mortal,1.96,Adjective
mysterious,1.96,Adjective
naturalized,1.96,Adjective
needless,1.96,Adjective
nervy,1.96,Adjective
newfangled,1.96,Adjective
noncritical,1.96,Adjective
overbearing,1.96,Adjective
perverse,1.96,Adjective
pompous,1.96,Adjective
posttraumatic,1.96,Adjective
problematical,1.96,Adjective
punishable,1.96,Adjective
queerer,1.96,Adjective
rare,1.96,Adjective
relational,1.96,Adjective
retentive,1.96,Adjective
revocable,1.96,Adjective
scrupulous,1.96,Adjective
simpler,1.96,Adjective
sketchy,1.96,Adjective
skilled,1.96,Adjective
socialistic,1.96,Adjective
soothing,1.96,Adjective
spatial,1.96,Adjective
storied,1.96,Adjective
streetwise,1.96,Adjective
tawdry,1.96,Adjective
thickheaded,1.96,Adjective
thoughtful,1.96,Adjective
truculent,1.96,Adjective
unacquainted,1.96,Adjective
uncalculated,1.96,Adjective
uncompounded,1.96,Adjective
unconventional,1.96,Adjective
undistinguished,1.96,Adjective
unfunny,1.96,Adjective
unifying,1.96,Adjective
unmannerly,1.96,Adjective
unmodified,1.96,Adjective
unnoticeable,1.96,Adjective
unpardonable,1.96,Adjective
unproved,1.96,Adjective
unrepentant,1.96,Adjective
unscientific,1.96,Adjective
unskillful,1.96,Adjective
untainted,1.96,Adjective
unthinking,1.96,Adjective
unthrifty,1.96,Adjective
untracked,1.96,Adjective
unwary,1.96,Adjective
unwelcomed,1.96,Adjective
upcoming,1.96,Adjective
uplifting,1.96,Adjective
worsening,1.96,Adjective
adventurous,1.95,Adjective
glooming,1.95,Adjective
peculiar,1.95,Adjective
providential,1.94,Adjective
acceptable,1.93,Adjective
accursed,1.93,Adjective
advisable,1.93,Adjective
aforementioned,1.93,Adjective
amateurish,1.93,Adjective
answerable,1.93,Adjective
appreciative,1.93,Adjective
associative,1.93,Adjective
atypical,1.93,Adjective
brazen,1.93,Adjective
brooding,1.93,Adjective
brotherly,1.93,Adjective
chummy,1.93,Adjective
civilized,1.93,Adjective
competent,1.93,Adjective
compulsive,1.93,Adjective
constitutional,1.93,Adjective
creative,1.93,Adjective
depressed,1.93,Adjective
differing,1.93,Adjective
disgraceful,1.93,Adjective
dysfunctional,1.93,Adjective
eager,1.93,Adjective
easeful,1.93,Adjective
eloquent,1.93,Adjective
empathetic,1.93,Adjective
emphatic,1.93,Adjective
evil,1.93,Adjective
exasperating,1.93,Adjective
executable,1.93,Adjective
exempt,1.93,Adjective
exhilarating,1.93,Adjective
expressible,1.93,Adjective
facetious,1.93,Adjective
fascinating,1.93,Adjective
fashionable,1.93,Adjective
fluent,1.93,Adjective
folksy,1.93,Adjective
fraternal,1.93,Adjective
fraudulent,1.93,Adjective
fretful,1.93,Adjective
frugal,1.93,Adjective
graceless,1.93,Adjective
heartsick,1.93,Adjective
historic,1.93,Adjective
historical,1.93,Adjective
imbecilic,1.93,Adjective
impactful,1.93,Adjective
imprecise,1.93,Adjective
incredible,1.93,Adjective
innermost,1.93,Adjective
interdisciplinary,1.93,Adjective
intermediate,1.93,Adjective
intolerable,1.93,Adjective
intrepid,1.93,Adjective
likable,1.93,Adjective
lousy,1.93,Adjective
luscious,1.93,Adjective
masterful,1.93,Adjective
methodical,1.93,Adjective
miraculous,1.93,Adjective
mistrustful,1.93,Adjective
momentary,1.93,Adjective
nonexclusive,1.93,Adjective
obedient,1.93,Adjective
oblivious,1.93,Adjective
ominous,1.93,Adjective
paltry,1.93,Adjective
physiological,1.93,Adjective
pointless,1.93,Adjective
ponderous,1.93,Adjective
preventative,1.93,Adjective
preventive,1.93,Adjective
proactive,1.93,Adjective
prospective,1.93,Adjective
racy,1.93,Adjective
recurrent,1.93,Adjective
relentless,1.93,Adjective
restorable,1.93,Adjective
romantic,1.93,Adjective
satiric,1.93,Adjective
simplistic,1.93,Adjective
skillful,1.93,Adjective
slanderous,1.93,Adjective
standardized,1.93,Adjective
stateless,1.93,Adjective
strategic,1.93,Adjective
subliminal,1.93,Adjective
suitable,1.93,Adjective
supercritical,1.93,Adjective
telepathic,1.93,Adjective
tempting,1.93,Adjective
thermodynamic,1.93,Adjective
unapologetic,1.93,Adjective
unappreciative,1.93,Adjective
unavailable,1.93,Adjective
uncelebrated,1.93,Adjective
uncomplimentary,1.93,Adjective
uncompromising,1.93,Adjective
unconditioned,1.93,Adjective
uncontained,1.93,Adjective
uncontroversial,1.93,Adjective
unconvincing,1.93,Adjective
underrated,1.93,Adjective
undistracted,1.93,Adjective
unending,1.93,Adjective
unfaithful,1.93,Adjective
unlikely,1.93,Adjective
unrequested,1.93,Adjective
unserious,1.93,Adjective
unsolvable,1.93,Adjective
unwarranted,1.93,Adjective
unworthy,1.93,Adjective
upbeat,1.93,Adjective
vital,1.93,Adjective
whimsical,1.93,Adjective
acute,1.92,Adjective
awful,1.92,Adjective
bribable,1.92,Adjective
coincident,1.92,Adjective
communistic,1.92,Adjective
considerate,1.92,Adjective
declaratory,1.92,Adjective
desirable,1.92,Adjective
disappointed,1.92,Adjective
dishonorable,1.92,Adjective
featherbrained,1.92,Adjective
felonious,1.92,Adjective
foregoing,1.92,Adjective
furthermost,1.92,Adjective
gallant,1.92,Adjective
illusory,1.92,Adjective
inexhaustible,1.92,Adjective
inhospitable,1.92,Adjective
knowledgeable,1.92,Adjective
lifelong,1.92,Adjective
marginal,1.92,Adjective
mettlesome,1.92,Adjective
mundane,1.92,Adjective
negligent,1.92,Adjective
omnipotent,1.92,Adjective
overspecialized,1.92,Adjective
peaceable,1.92,Adjective
perilous,1.92,Adjective
plaintive,1.92,Adjective
protracted,1.92,Adjective
purer,1.92,Adjective
quantitative,1.92,Adjective
reconciliatory,1.92,Adjective
resultant,1.92,Adjective
salutary,1.92,Adjective
scintillating,1.92,Adjective
selfish,1.92,Adjective
shrewd,1.92,Adjective
slumberous,1.92,Adjective
spiritless,1.92,Adjective
steadfast,1.92,Adjective
tempestuous,1.92,Adjective
thrifty,1.92,Adjective
uncompromised,1.92,Adjective
underutilized,1.92,Adjective
unfavorable,1.92,Adjective
unrepresented,1.92,Adjective
unsentimental,1.92,Adjective
unstated,1.92,Adjective
unvanquished,1.92,Adjective
unworkable,1.92,Adjective
vanquishing,1.92,Adjective
vehement,1.92,Adjective
dissolute,1.91,Adjective
potential,1.91,Adjective
shifty,1.91,Adjective
unalike,1.91,Adjective
undoable,1.91,Adjective
unpleasant,1.91,Adjective
accurate,1.9,Adjective
almighty,1.9,Adjective
catty,1.9,Adjective
conformational,1.9,Adjective
constructive,1.9,Adjective
departmental,1.9,Adjective
disagreeable,1.9,Adjective
egotistic,1.9,Adjective
elusive,1.9,Adjective
endearing,1.9,Adjective
exploratory,1.9,Adjective
fearless,1.9,Adjective
gradual,1.9,Adjective
harmless,1.9,Adjective
inexperienced,1.9,Adjective
insignificant,1.9,Adjective
leisurely,1.9,Adjective
luckless,1.9,Adjective
macho,1.9,Adjective
meticulous,1.9,Adjective
moralistic,1.9,Adjective
needful,1.9,Adjective
objectionable,1.9,Adjective
optional,1.9,Adjective
overconfident,1.9,Adjective
patriotic,1.9,Adjective
premarital,1.9,Adjective
preventable,1.9,Adjective
provocative,1.9,Adjective
pseudo,1.9,Adjective
sensuous,1.9,Adjective
slight,1.9,Adjective
sorry,1.9,Adjective
staunch,1.9,Adjective
sufficient,1.9,Adjective
super,1.9,Adjective
tranquil,1.9,Adjective
truthful,1.9,Adjective
unanswerable,1.9,Adjective
unequaled,1.9,Adjective
unintended,1.9,Adjective
usual,1.9,Adjective
warmhearted,1.9,Adjective
abominable,1.89,Adjective
artless,1.89,Adjective
belated,1.89,Adjective
benign,1.89,Adjective
competitive,1.89,Adjective
conspicuous,1.89,Adjective
coveted,1.89,Adjective
coy,1.89,Adjective
deficient,1.89,Adjective
dejected,1.89,Adjective
dishonest,1.89,Adjective
distressing,1.89,Adjective
dogmatic,1.89,Adjective
everlasting,1.89,Adjective
heartfelt,1.89,Adjective
heedless,1.89,Adjective
illicit,1.89,Adjective
imminent,1.89,Adjective
imprudent,1.89,Adjective
inartistic,1.89,Adjective
indifferent,1.89,Adjective
indisputable,1.89,Adjective
ingenious,1.89,Adjective
irrefutable,1.89,Adjective
joyless,1.89,Adjective
lofty,1.89,Adjective
melancholic,1.89,Adjective
moronic,1.89,Adjective
noble,1.89,Adjective
nonreactive,1.89,Adjective
oppressed,1.89,Adjective
overriding,1.89,Adjective
perceptive,1.89,Adjective
perplexing,1.89,Adjective
precautionary,1.89,Adjective
probationary,1.89,Adjective
promising,1.89,Adjective
prosecutorial,1.89,Adjective
psychosexual,1.89,Adjective
remarkable,1.89,Adjective
sacramental,1.89,Adjective
scandalous,1.89,Adjective
sensationalistic,1.89,Adjective
shameless,1.89,Adjective
spellbinding,1.89,Adjective
straightforward,1.89,Adjective
stressful,1.89,Adjective
stylistic,1.89,Adjective
suspenseful,1.89,Adjective
thankless,1.89,Adjective
unabashed,1.89,Adjective
unaccounted,1.89,Adjective
unconstrained,1.89,Adjective
unemployable,1.89,Adjective
unfit,1.89,Adjective
unfounded,1.89,Adjective
unimpeded,1.89,Adjective
unique,1.89,Adjective
unloved,1.89,Adjective
unprejudiced,1.89,Adjective
unrealistic,1.89,Adjective
unremorseful,1.89,Adjective
unsafe,1.89,Adjective
untraditional,1.89,Adjective
abortive,1.88,Adjective
admissible,1.88,Adjective
analyzable,1.88,Adjective
anarchistic,1.88,Adjective
apologetic,1.88,Adjective
bodiless,1.88,Adjective
brainy,1.88,Adjective
carefree,1.88,Adjective
concise,1.88,Adjective
conscientious,1.88,Adjective
damnable,1.88,Adjective
devoted,1.88,Adjective
discreditable,1.88,Adjective
dispositional,1.88,Adjective
enthralling,1.88,Adjective
equitable,1.88,Adjective
grievous,1.88,Adjective
hallucinatory,1.88,Adjective
handy,1.88,Adjective
hesitant,1.88,Adjective
idiotic,1.88,Adjective
illusionary,1.88,Adjective
incommunicative,1.88,Adjective
incurable,1.88,Adjective
infallible,1.88,Adjective
insupportable,1.88,Adjective
invigorating,1.88,Adjective
knowable,1.88,Adjective
newsworthy,1.88,Adjective
nonchalant,1.88,Adjective
nostalgic,1.88,Adjective
omniscient,1.88,Adjective
ongoing,1.88,Adjective
organismic,1.88,Adjective
overdramatic,1.88,Adjective
overzealous,1.88,Adjective
pathological,1.88,Adjective
poetic,1.88,Adjective
preferential,1.88,Adjective
profitless,1.88,Adjective
promiscuous,1.88,Adjective
proximate,1.88,Adjective
psychoneurotic,1.88,Adjective
repressed,1.88,Adjective
reputed,1.88,Adjective
sellable,1.88,Adjective
sophisticated,1.88,Adjective
sophomoric,1.88,Adjective
surmountable,1.88,Adjective
symbiotic,1.88,Adjective
tenuous,1.88,Adjective
unaided,1.88,Adjective
uncertain,1.88,Adjective
unconfused,1.88,Adjective
unemotional,1.88,Adjective
unflappable,1.88,Adjective
unhittable,1.88,Adjective
unlimited,1.88,Adjective
unmolested,1.88,Adjective
unusable,1.88,Adjective
verbose,1.88,Adjective
aspiring,1.87,Adjective
celebratory,1.87,Adjective
commonsense,1.87,Adjective
disproportionate,1.87,Adjective
disrespectful,1.87,Adjective
edgy,1.87,Adjective
emotionless,1.87,Adjective
limited,1.87,Adjective
obscene,1.87,Adjective
positional,1.87,Adjective
prominent,1.87,Adjective
punctual,1.87,Adjective
pure,1.87,Adjective
reputable,1.87,Adjective
sinful,1.87,Adjective
suspicious,1.87,Adjective
transitional,1.87,Adjective
uncaring,1.87,Adjective
uncouth,1.87,Adjective
undying,1.87,Adjective
universal,1.87,Adjective
unresolved,1.87,Adjective
unsaved,1.87,Adjective
utopian,1.87,Adjective
adorable,1.86,Adjective
amenable,1.86,Adjective
analytical,1.86,Adjective
antisocial,1.86,Adjective
careful,1.86,Adjective
concerned,1.86,Adjective
consequential,1.86,Adjective
dependable,1.86,Adjective
diabolic,1.86,Adjective
diplomatic,1.86,Adjective
disparate,1.86,Adjective
enforceable,1.86,Adjective
enterprising,1.86,Adjective
explicit,1.86,Adjective
hallowed,1.86,Adjective
humiliating,1.86,Adjective
impressionistic,1.86,Adjective
incisive,1.86,Adjective
incorruptible,1.86,Adjective
indecent,1.86,Adjective
influential,1.86,Adjective
invincible,1.86,Adjective
justifiable,1.86,Adjective
kindred,1.86,Adjective
loveless,1.86,Adjective
magnificent,1.86,Adjective
mature,1.86,Adjective
meaningless,1.86,Adjective
metaphoric,1.86,Adjective
nether,1.86,Adjective
neurotic,1.86,Adjective
nubile,1.86,Adjective
overambitious,1.86,Adjective
pertinent,1.86,Adjective
preachy,1.86,Adjective
purposeful,1.86,Adjective
quotable,1.86,Adjective
reliable,1.86,Adjective
ritualistic,1.86,Adjective
ritualized,1.86,Adjective
strange,1.86,Adjective
uncorrupted,1.86,Adjective
uneasy,1.86,Adjective
unflattering,1.86,Adjective
unobtainable,1.86,Adjective
unromantic,1.86,Adjective
unsatisfied,1.86,Adjective
untried,1.86,Adjective
uptight,1.86,Adjective
worldly,1.86,Adjective
wrathful,1.86,Adjective
yucky,1.86,Adjective
adaptable,1.85,Adjective
astute,1.85,Adjective
bothersome,1.85,Adjective
breathtaking,1.85,Adjective
convenient,1.85,Adjective
convincing,1.85,Adjective
customary,1.85,Adjective
demeaning,1.85,Adjective
devoid,1.85,Adjective
disadvantaged,1.85,Adjective
discretionary,1.85,Adjective
disinterested,1.85,Adjective
disparaging,1.85,Adjective
fiscal,1.85,Adjective
gifted,1.85,Adjective
glorious,1.85,Adjective
heroic,1.85,Adjective
ideological,1.85,Adjective
improbable,1.85,Adjective
individualistic,1.85,Adjective
lingering,1.85,Adjective
macroeconomic,1.85,Adjective
naive,1.85,Adjective
natural,1.85,Adjective
nefarious,1.85,Adjective
nervous,1.85,Adjective
occasional,1.85,Adjective
polite,1.85,Adjective
ravenous,1.85,Adjective
regressive,1.85,Adjective
respectable,1.85,Adjective
riveting,1.85,Adjective
sorrowing,1.85,Adjective
subdominant,1.85,Adjective
superficial,1.85,Adjective
superfluous,1.85,Adjective
tactless,1.85,Adjective
transformational,1.85,Adjective
unabated,1.85,Adjective
unassuming,1.85,Adjective
uncharacteristic,1.85,Adjective
uncooperative,1.85,Adjective
undefended,1.85,Adjective
underprivileged,1.85,Adjective
understandable,1.85,Adjective
unearthly,1.85,Adjective
unendurable,1.85,Adjective
unenlightened,1.85,Adjective
ungraceful,1.85,Adjective
unhallowed,1.85,Adjective
unhindered,1.85,Adjective
unmannered,1.85,Adjective
unmusical,1.85,Adjective
unprofessional,1.85,Adjective
unsociable,1.85,Adjective
unsupportable,1.85,Adjective
ceaseless,1.84,Adjective
confusing,1.84,Adjective
foolish,1.84,Adjective
insecure,1.84,Adjective
interpretative,1.84,Adjective
modernistic,1.84,Adjective
pragmatic,1.84,Adjective
reductive,1.84,Adjective
unpleasing,1.84,Adjective
unremitting,1.84,Adjective
advanced,1.83,Adjective
affluent,1.83,Adjective
apocalyptic,1.83,Adjective
archetypal,1.83,Adjective
avowed,1.83,Adjective
awesome,1.83,Adjective
baneful,1.83,Adjective
consequent,1.83,Adjective
definitive,1.83,Adjective
discouraging,1.83,Adjective
discourteous,1.83,Adjective
distasteful,1.83,Adjective
heretical,1.83,Adjective
inattentive,1.83,Adjective
inquisitive,1.83,Adjective
interrogatory,1.83,Adjective
irksome,1.83,Adjective
lonesome,1.83,Adjective
nameless,1.83,Adjective
nationalistic,1.83,Adjective
natured,1.83,Adjective
peacemaking,1.83,Adjective
pervasive,1.83,Adjective
political,1.83,Adjective
preliminary,1.83,Adjective
prevailing,1.83,Adjective
prevalent,1.83,Adjective
proslavery,1.83,Adjective
reliant,1.83,Adjective
resistant,1.83,Adjective
screwy,1.83,Adjective
sexist,1.83,Adjective
smug,1.83,Adjective
standard,1.83,Adjective
stately,1.83,Adjective
supernormal,1.83,Adjective
uncommitted,1.83,Adjective
uncontestable,1.83,Adjective
undecided,1.83,Adjective
undirected,1.83,Adjective
unencumbered,1.83,Adjective
unfamiliar,1.83,Adjective
unforeseen,1.83,Adjective
unimportant,1.83,Adjective
unpunctual,1.83,Adjective
unreliable,1.83,Adjective
untraced,1.83,Adjective
unwavering,1.83,Adjective
wrong,1.83,Adjective
alleged,1.82,Adjective
comprehensible,1.82,Adjective
comprehensive,1.82,Adjective
convoluted,1.82,Adjective
devilish,1.82,Adjective
diversionary,1.82,Adjective
dutiful,1.82,Adjective
efficient,1.82,Adjective
endless,1.82,Adjective
estranged,1.82,Adjective
grim,1.82,Adjective
illegitimate,1.82,Adjective
imaginative,1.82,Adjective
incompatible,1.82,Adjective
masterly,1.82,Adjective
nonsensical,1.82,Adjective
preconceived,1.82,Adjective
quieter,1.82,Adjective
regrettable,1.82,Adjective
semantic,1.82,Adjective
spectacular,1.82,Adjective
troubled,1.82,Adjective
unlikable,1.82,Adjective
unsubstantiated,1.82,Adjective
veritable,1.82,Adjective
wary,1.82,Adjective
wonderful,1.82,Adjective
absolute,1.81,Adjective
admirable,1.81,Adjective
ambitious,1.81,Adjective
attributable,1.81,Adjective
candid,1.81,Adjective
cautious,1.81,Adjective
circumspect,1.81,Adjective
classless,1.81,Adjective
committable,1.81,Adjective
compelling,1.81,Adjective
confounded,1.81,Adjective
depraved,1.81,Adjective
disappointing,1.81,Adjective
disruptive,1.81,Adjective
eccentric,1.81,Adjective
eventual,1.81,Adjective
famed,1.81,Adjective
frustrating,1.81,Adjective
great,1.81,Adjective
hospitable,1.81,Adjective
illusive,1.81,Adjective
impartial,1.81,Adjective
insatiable,1.81,Adjective
intellectual,1.81,Adjective
irrepressible,1.81,Adjective
irretrievable,1.81,Adjective
jaunty,1.81,Adjective
latent,1.81,Adjective
liberating,1.81,Adjective
mainstream,1.81,Adjective
menial,1.81,Adjective
novelistic,1.81,Adjective
patriarchal,1.81,Adjective
precancerous,1.81,Adjective
psychosocial,1.81,Adjective
puritanical,1.81,Adjective
quaint,1.81,Adjective
rebuttable,1.81,Adjective
resistible,1.81,Adjective
retaliatory,1.81,Adjective
sincere,1.81,Adjective
snobby,1.81,Adjective
unacknowledged,1.81,Adjective
unbeautiful,1.81,Adjective
uncultured,1.81,Adjective
undeclared,1.81,Adjective
unexploited,1.81,Adjective
unfashionable,1.81,Adjective
uninvolved,1.81,Adjective
unremarkable,1.81,Adjective
unsought,1.81,Adjective
willful,1.81,Adjective
witless,1.81,Adjective
accessible,1.8,Adjective
analytic,1.8,Adjective
bewildered,1.8,Adjective
determinative,1.8,Adjective
dire,1.8,Adjective
equalizing,1.8,Adjective
fanciful,1.8,Adjective
indiscreet,1.8,Adjective
indubitable,1.8,Adjective
necessary,1.8,Adjective
neutral,1.8,Adjective
outrageous,1.8,Adjective
perfunctory,1.8,Adjective
prim,1.8,Adjective
satisfactory,1.8,Adjective
scholarly,1.8,Adjective
systemic,1.8,Adjective
ungovernable,1.8,Adjective
adventuresome,1.79,Adjective
avoidable,1.79,Adjective
bizarre,1.79,Adjective
catchy,1.79,Adjective
clever,1.79,Adjective
compassionate,1.79,Adjective
crummiest,1.79,Adjective
depressing,1.79,Adjective
discriminative,1.79,Adjective
equivocal,1.79,Adjective
eventful,1.79,Adjective
extensive,1.79,Adjective
fiendish,1.79,Adjective
foolproof,1.79,Adjective
heartless,1.79,Adjective
humane,1.79,Adjective
humanistic,1.79,Adjective
imaginable,1.79,Adjective
incontestable,1.79,Adjective
indigent,1.79,Adjective
inordinate,1.79,Adjective
irrational,1.79,Adjective
judgmental,1.79,Adjective
legal,1.79,Adjective
meddlesome,1.79,Adjective
memorable,1.79,Adjective
negative,1.79,Adjective
null,1.79,Adjective
obstinate,1.79,Adjective
opposite,1.79,Adjective
ordinary,1.79,Adjective
parochial,1.79,Adjective
priceless,1.79,Adjective
proficient,1.79,Adjective
provincial,1.79,Adjective
questionable,1.79,Adjective
renewed,1.79,Adjective
respective,1.79,Adjective
retroactive,1.79,Adjective
ridiculous,1.79,Adjective
sane,1.79,Adjective
sobering,1.79,Adjective
spiritual,1.79,Adjective
splendid,1.79,Adjective
suggestible,1.79,Adjective
supersensory,1.79,Adjective
treasonable,1.79,Adjective
unaccustomed,1.79,Adjective
undemanding,1.79,Adjective
undoubted,1.79,Adjective
unexplained,1.79,Adjective
unexplored,1.79,Adjective
unintentional,1.79,Adjective
unlucky,1.79,Adjective
unpremeditated,1.79,Adjective
unpronounceable,1.79,Adjective
unreasoning,1.79,Adjective
unrecoverable,1.79,Adjective
unrelieved,1.79,Adjective
whorish,1.79,Adjective
annual,1.78,Adjective
apt,1.78,Adjective
attentive,1.78,Adjective
awed,1.78,Adjective
careless,1.78,Adjective
contemplative,1.78,Adjective
contentious,1.78,Adjective
deceptive,1.78,Adjective
deliberate,1.78,Adjective
deplorable,1.78,Adjective
discernible,1.78,Adjective
dispassionate,1.78,Adjective
ditsy,1.78,Adjective
evolutionary,1.78,Adjective
exquisite,1.78,Adjective
fantastic,1.78,Adjective
forgiving,1.78,Adjective
galore,1.78,Adjective
grateful,1.78,Adjective
gullible,1.78,Adjective
honorable,1.78,Adjective
overwhelming,1.78,Adjective
